junction_id,reference_build,gene_5p,chromosome_5p,strand_5p,boundary_5p,gene_3p,chromosome_3p,strand_3p,boundary_3p,evidence_state,biological_samples,distinct_qualifying_reads,mapping_specific_reads,mapping_specificity_unknown_reads,median_split_single_margin,median_shorter_anchor_nt,caller_agreement,callers,proposal_sources,assessed_distinct_reads,read_state_counts,rank_min,rank_max,display_rank
junction_fd30395aa9067bb328772b2daedb1a6ce5496005b91e8bf2eb13ef2a3f52778d,GRCm39/GENCODE_M28,ENSMUSG00000022957.21,chr16,+,91582241,ENSMUSG00000102158.2,chr1,+,184471435,ambiguous_single_vs_split,0,0,0,0,,,0,[],[],1,"{""supported_two_gene_junction"": 0, ""ambiguous_single_vs_split"": 1, ""insufficient_anchor"": 0, ""artifact_suspected"": 0, ""unmapped/unresolved"": 0, ""single_transcript_explained"": 0}",117,5509,5457
junction_fd568c5f55a6a83eb896cf315d73b0a91d66cd9659bf9865d49cddeb08815d2e,GRCm39/GENCODE_M28,ENSMUSG00000003814.9,chr8,-,85568725,ENSMUSG00000052681.9,chr10,-,117650704,ambiguous_single_vs_split,0,0,0,0,,,0,[],[],1,"{""supported_two_gene_junction"": 0, ""ambiguous_single_vs_split"": 1, ""insufficient_anchor"": 0, ""artifact_suspected"": 0, ""unmapped/unresolved"": 0, ""single_transcript_explained"": 0}",117,5509,5458
junction_fd5a7672e498d65b59ca5e937f38e405c1b7a4ad77d1397561f9891956612b6e,GRCm39/GENCODE_M28,ENSMUSG00000085939.4,chr18,+,50268656,ENSMUSG00000025223.16,chr19,-,46022961,ambiguous_single_vs_split,0,0,0,0,,,0,[],[],1,"{""supported_two_gene_junction"": 0, ""ambiguous_single_vs_split"": 1, ""insufficient_anchor"": 0, ""artifact_suspected"": 0, ""unmapped/unresolved"": 0, ""single_transcript_explained"": 0}",117,5509,5459
junction_fd658cd1554ad6d58cf3e6250f98d47749905c0065ec4ef5776efa5a2975981e,GRCm39/GENCODE_M28,ENSMUSG00000024661.8,chr19,+,9962457,ENSMUSG00000070323.12,chr9,+,7581392,ambiguous_single_vs_split,0,0,0,0,,,0,[],[],1,"{""supported_two_gene_junction"": 0, ""ambiguous_single_vs_split"": 1, ""insufficient_anchor"": 0, ""artifact_suspected"": 0, ""unmapped/unresolved"": 0, ""single_transcript_explained"": 0}",117,5509,5460
junction_fd7945032c2b6571364bbecc63ff62376d201da232aa000343f02d1130487887,GRCm39/GENCODE_M28,ENSMUSG00000056201.9,chr19,+,5544059,ENSMUSG00000023913.18,chr17,+,43863934,ambiguous_single_vs_split,0,0,0,0,,,0,[],[],1,"{""supported_two_gene_junction"": 0, ""ambiguous_single_vs_split"": 1, ""insufficient_anchor"": 0, ""artifact_suspected"": 0, ""unmapped/unresolved"": 0, ""single_transcript_explained"": 0}",117,5509,5461
junction_fd7ea28915deb96b85fa4397c440c8bf9446691379364bb4b8a6784a23cc6e6b,GRCm39/GENCODE_M28,ENSMUSG00000078193.3,chr1,+,156194060,ENSMUSG00000029213.12,chr5,-,72322841,ambiguous_single_vs_split,0,0,0,0,,,0,[],[],1,"{""supported_two_gene_junction"": 0, ""ambiguous_single_vs_split"": 1, ""insufficient_anchor"": 0, ""artifact_suspected"": 0, ""unmapped/unresolved"": 0, ""single_transcript_explained"": 0}",117,5509,5462
junction_fd888d9b6655b7ee284e26d03ed78a39e098dd2dc0976cdfe614dd36dbf744fb,GRCm39/GENCODE_M28,ENSMUSG00000034993.8,chr11,-,101349598,ENSMUSG00000049775.17,chrX,-,165991042,ambiguous_single_vs_split,0,0,0,0,,,0,[],[],1,"{""supported_two_gene_junction"": 0, ""ambiguous_single_vs_split"": 1, ""insufficient_anchor"": 0, ""artifact_suspected"": 0, ""unmapped/unresolved"": 0, ""single_transcript_explained"": 0}",117,5509,5463
junction_fda4bb9311ac2a31680968aad5228213911213911db21b20b7b92088238d8c45,GRCm39/GENCODE_M28,ENSMUSG00000033880.12,chr11,-,118283583,ENSMUSG00000024835.16,chr19,+,4203686,ambiguous_single_vs_split,0,0,0,0,,,0,[],[],1,"{""supported_two_gene_junction"": 0, ""ambiguous_single_vs_split"": 1, ""insufficient_anchor"": 0, ""artifact_suspected"": 0, ""unmapped/unresolved"": 0, ""single_transcript_explained"": 0}",117,5509,5464
junction_fdab7a0d52f1869b0b64251de065edc4355211fe3ec854bf3a5be33a63af63fe,GRCm39/GENCODE_M28,ENSMUSG00000012848.16,chr7,+,12660613,ENSMUSG00000026790.20,chr2,+,29821443,ambiguous_single_vs_split,0,0,0,0,,,0,[],[],1,"{""supported_two_gene_junction"": 0, ""ambiguous_single_vs_split"": 1, ""insufficient_anchor"": 0, ""artifact_suspected"": 0, ""unmapped/unresolved"": 0, ""single_transcript_explained"": 0}",117,5509,5465
junction_fdb6152fde755ce5e3e0c3bb8484140460fed41a0389e8d085745edebc450e3d,GRCm39/GENCODE_M28,ENSMUSG00000021939.9,chr14,+,63380583,ENSMUSG00000027900.16,chr3,+,106481148,ambiguous_single_vs_split,0,0,0,0,,,0,[],[],1,"{""supported_two_gene_junction"": 0, ""ambiguous_single_vs_split"": 1, ""insufficient_anchor"": 0, ""artifact_suspected"": 0, ""unmapped/unresolved"": 0, ""single_transcript_explained"": 0}",117,5509,5466
junction_fdbb18ef5646383e33c6711d37ba323b1934ae4e0c70948f167ff8c324ecca87,GRCm39/GENCODE_M28,ENSMUSG00000024661.8,chr19,+,9962458,ENSMUSG00000062933.8,chr9,+,96777683,ambiguous_single_vs_split,0,0,0,0,,,0,[],[],1,"{""supported_two_gene_junction"": 0, ""ambiguous_single_vs_split"": 1, ""insufficient_anchor"": 0, ""artifact_suspected"": 0, ""unmapped/unresolved"": 0, ""single_transcript_explained"": 0}",117,5509,5467
junction_fdca9d2ae73fe6cc2aa9556edd5e5cd4b194f602778ac2e12f514e2d295c746c,GRCm39/GENCODE_M28,ENSMUSG00000050708.17,chr7,-,45107371,ENSMUSG00000051391.10,chr5,-,135938408,ambiguous_single_vs_split,0,0,0,0,,,0,[],[],1,"{""supported_two_gene_junction"": 0, ""ambiguous_single_vs_split"": 1, ""insufficient_anchor"": 0, ""artifact_suspected"": 0, ""unmapped/unresolved"": 0, ""single_transcript_explained"": 0}",117,5509,5468
junction_fdceac5350f313d7305816011a52bbde28925581a90189e4f0e2a4c59269f84a,GRCm39/GENCODE_M28,ENSMUSG00000032336.18,chr9,+,58560110,ENSMUSG00000024781.17,chr19,-,34471449,ambiguous_single_vs_split,0,0,0,0,,,0,[],[],1,"{""supported_two_gene_junction"": 0, ""ambiguous_single_vs_split"": 1, ""insufficient_anchor"": 0, ""artifact_suspected"": 0, ""unmapped/unresolved"": 0, ""single_transcript_explained"": 0}",117,5509,5469
junction_fdd36e9409267c2f34a9869cb824f1752c56005eb04e404834bdfa5dea1a0178,GRCm39/GENCODE_M28,ENSMUSG00000044768.17,chr1,-,97571629,ENSMUSG00000071072.13,chr10,+,127912381,ambiguous_single_vs_split,0,0,0,0,,,0,[],[],1,"{""supported_two_gene_junction"": 0, ""ambiguous_single_vs_split"": 1, ""insufficient_anchor"": 0, ""artifact_suspected"": 0, ""unmapped/unresolved"": 0, ""single_transcript_explained"": 0}",117,5509,5470
junction_fdd470c09e9b8aa0672209d4aa1c9f2cfd291659c74cfddb45969a4b0e477c80,GRCm39/GENCODE_M28,ENSMUSG00000062210.14,chr18,+,50224822,ENSMUSG00000024661.8,chr19,+,9960079,ambiguous_single_vs_split,0,0,0,0,,,0,[],[],1,"{""supported_two_gene_junction"": 0, ""ambiguous_single_vs_split"": 1, ""insufficient_anchor"": 0, ""artifact_suspected"": 0, ""unmapped/unresolved"": 0, ""single_transcript_explained"": 0}",117,5509,5471
junction_fdd9ea4b78cde6b01f756d6ae361bbab48ff4104e482ad3c38e650a6e5ec5f99,GRCm39/GENCODE_M28,ENSMUSG00000050335.18,chr14,+,47623257,ENSMUSG00000020368.16,chr11,-,50186092,ambiguous_single_vs_split,0,0,0,0,,,0,[],[],1,"{""supported_two_gene_junction"": 0, ""ambiguous_single_vs_split"": 1, ""insufficient_anchor"": 0, ""artifact_suspected"": 0, ""unmapped/unresolved"": 0, ""single_transcript_explained"": 0}",117,5509,5472
junction_fde051e1060537dfb230837613b829b134c45e1fb5b0eb456ac97067dcdde954,GRCm39/GENCODE_M28,ENSMUSG00000064341.1,chrM,+,3695,ENSMUSG00000034708.13,chr11,+,102327225,ambiguous_single_vs_split,0,0,0,0,,,0,[],[],1,"{""supported_two_gene_junction"": 0, ""ambiguous_single_vs_split"": 1, ""insufficient_anchor"": 0, ""artifact_suspected"": 0, ""unmapped/unresolved"": 0, ""single_transcript_explained"": 0}",117,5509,5473
junction_fde5dbc6555ac34c1c2c5bcb2363a31b789a2a123b3586a4334eef2d7685a3e4,GRCm39/GENCODE_M28,ENSMUSG00000067038.7,chr19,+,59311222,ENSMUSG00000102070.2,chr1,-,24654471,ambiguous_single_vs_split,0,0,0,0,,,0,[],[],1,"{""supported_two_gene_junction"": 0, ""ambiguous_single_vs_split"": 1, ""insufficient_anchor"": 0, ""artifact_suspected"": 0, ""unmapped/unresolved"": 0, ""single_transcript_explained"": 0}",117,5509,5474
junction_fe03ef150739b7a588715e1535fc72ac4b49a74daf2858e5088b9917a7f5c69d,GRCm39/GENCODE_M28,ENSMUSG00000030720.17,chr7,-,126171266,ENSMUSG00000001128.8,chrX,-,20794642,ambiguous_single_vs_split,0,0,0,0,,,0,[],[],1,"{""supported_two_gene_junction"": 0, ""ambiguous_single_vs_split"": 1, ""insufficient_anchor"": 0, ""artifact_suspected"": 0, ""unmapped/unresolved"": 0, ""single_transcript_explained"": 0}",117,5509,5475
junction_fe0cd44380782b8972fcb2ee3eb4d0397bfc4359b08acceef66366dbd1b7ef94,GRCm39/GENCODE_M28,ENSMUSG00000064357.1,chrM,+,8607,ENSMUSG00000031392.19,chrX,-,73057816,ambiguous_single_vs_split,0,0,0,0,,,0,[],[],1,"{""supported_two_gene_junction"": 0, ""ambiguous_single_vs_split"": 1, ""insufficient_anchor"": 0, ""artifact_suspected"": 0, ""unmapped/unresolved"": 0, ""single_transcript_explained"": 0}",117,5509,5476
junction_fe0d4f537c3fa9bfd989ef35eba4584791ce196d9ae07f4b5c9c7255f48a2487,GRCm39/GENCODE_M28,ENSMUSG00000024758.16,chr19,-,7404365,ENSMUSG00000059883.17,chr15,+,94465312,ambiguous_single_vs_split,0,0,0,0,,,0,[],[],1,"{""supported_two_gene_junction"": 0, ""ambiguous_single_vs_split"": 1, ""insufficient_anchor"": 0, ""artifact_suspected"": 0, ""unmapped/unresolved"": 0, ""single_transcript_explained"": 0}",117,5509,5477
junction_fe15ea88848913b04636dacadbf42c9f6459479ce9a479f224c5ea452ec5bd3f,GRCm39/GENCODE_M28,ENSMUSG00000039886.9,chr5,-,135764341,ENSMUSG00000020773.12,chr11,-,115998301,ambiguous_single_vs_split,0,0,0,0,,,0,[],[],1,"{""supported_two_gene_junction"": 0, ""ambiguous_single_vs_split"": 1, ""insufficient_anchor"": 0, ""artifact_suspected"": 0, ""unmapped/unresolved"": 0, ""single_transcript_explained"": 0}",117,5509,5478
junction_fe2a8cd17890216bc6a42e60f85d3a7a45d64e958c7596e2241a812c61ec2ffc,GRCm39/GENCODE_M28,ENSMUSG00000021939.9,chr14,+,63380502,ENSMUSG00000038079.15,chr1,-,59147310,ambiguous_single_vs_split,0,0,0,0,,,0,[],[],1,"{""supported_two_gene_junction"": 0, ""ambiguous_single_vs_split"": 1, ""insufficient_anchor"": 0, ""artifact_suspected"": 0, ""unmapped/unresolved"": 0, ""single_transcript_explained"": 0}",117,5509,5479
junction_fe3953abcc90c05bc21e1625e749dde154044986bfde881f37bf5e21c72a2bff,GRCm39/GENCODE_M28,ENSMUSG00000024369.17,chr17,+,35075348,ENSMUSG00000007892.9,chr9,-,61820778,ambiguous_single_vs_split,0,0,0,0,,,0,[],[],1,"{""supported_two_gene_junction"": 0, ""ambiguous_single_vs_split"": 1, ""insufficient_anchor"": 0, ""artifact_suspected"": 0, ""unmapped/unresolved"": 0, ""single_transcript_explained"": 0}",117,5509,5480
junction_fe444131f5a16a33b9e17f8e4cba01cb4054b37890c86690fd1f8fbc4749bccc,GRCm39/GENCODE_M28,ENSMUSG00000093574.2,chr5,-,32893654,ENSMUSG00000064358.1,chrM,+,8617,ambiguous_single_vs_split,0,0,0,0,,,0,[],[],1,"{""supported_two_gene_junction"": 0, ""ambiguous_single_vs_split"": 1, ""insufficient_anchor"": 0, ""artifact_suspected"": 0, ""unmapped/unresolved"": 0, ""single_transcript_explained"": 0}",117,5509,5481
junction_fe4bf36a11606c3b0d87c0205c47d3efb302fe346d7e1ac7a11a74526433cae0,GRCm39/GENCODE_M28,ENSMUSG00000024121.14,chr17,-,24382839,ENSMUSG00000054428.13,chr4,-,132260902,ambiguous_single_vs_split,0,0,0,0,,,0,[],[],1,"{""supported_two_gene_junction"": 0, ""ambiguous_single_vs_split"": 1, ""insufficient_anchor"": 0, ""artifact_suspected"": 0, ""unmapped/unresolved"": 0, ""single_transcript_explained"": 0}",117,5509,5482
junction_fe5fd6a3c806c064439077bd6c3ae196112efc490ce2041a07b6f43bc8bf2c6c,GRCm39/GENCODE_M28,ENSMUSG00000024858.15,chr19,-,4337101,ENSMUSG00000021939.9,chr14,+,63379703,ambiguous_single_vs_split,0,0,0,0,,,0,[],[],1,"{""supported_two_gene_junction"": 0, ""ambiguous_single_vs_split"": 1, ""insufficient_anchor"": 0, ""artifact_suspected"": 0, ""unmapped/unresolved"": 0, ""single_transcript_explained"": 0}",117,5509,5483
junction_fe64e8bd5d938217bc3a4fff6a902df5b88670ae474a939d69dce77daa7f7eb5,GRCm39/GENCODE_M28,ENSMUSG00000044533.16,chr17,+,24940895,ENSMUSG00000055553.17,chr8,-,70963006,ambiguous_single_vs_split,0,0,0,0,,,0,[],[],1,"{""supported_two_gene_junction"": 0, ""ambiguous_single_vs_split"": 1, ""insufficient_anchor"": 0, ""artifact_suspected"": 0, ""unmapped/unresolved"": 0, ""single_transcript_explained"": 0}",117,5509,5484
junction_fe7bcd0febb5a8ff2344618d15135ce0aeb0f6786f90e46aab4fc047cdfd5406,GRCm39/GENCODE_M28,ENSMUSG00000063524.14,chr4,+,150333330,ENSMUSG00000007891.17,chr7,-,141941597,ambiguous_single_vs_split,0,0,0,0,,,0,[],[],1,"{""supported_two_gene_junction"": 0, ""ambiguous_single_vs_split"": 1, ""insufficient_anchor"": 0, ""artifact_suspected"": 0, ""unmapped/unresolved"": 0, ""single_transcript_explained"": 0}",117,5509,5485
junction_fe88a649ef316884f1f10eaa8be85c915e61a3e57c4f927442d2d7f0a2064e67,GRCm39/GENCODE_M28,ENSMUSG00000021242.10,chr12,-,84803177,ENSMUSG00000024661.8,chr19,+,9961940,ambiguous_single_vs_split,0,0,0,0,,,0,[],[],1,"{""supported_two_gene_junction"": 0, ""ambiguous_single_vs_split"": 1, ""insufficient_anchor"": 0, ""artifact_suspected"": 0, ""unmapped/unresolved"": 0, ""single_transcript_explained"": 0}",117,5509,5486
junction_fe8a640054c50ce0cb2f144940649515c2f64349338dddaae6373bb90a6284da,GRCm39/GENCODE_M28,ENSMUSG00000034947.14,chr11,+,101481731,ENSMUSG00000077450.14,chr17,-,33966023,ambiguous_single_vs_split,0,0,0,0,,,0,[],[],1,"{""supported_two_gene_junction"": 0, ""ambiguous_single_vs_split"": 1, ""insufficient_anchor"": 0, ""artifact_suspected"": 0, ""unmapped/unresolved"": 0, ""single_transcript_explained"": 0}",117,5509,5487
junction_fe8edb0b80d40458873de2e194799c4887fc7ff11e121a9c3c41b77b4b540735,GRCm39/GENCODE_M28,ENSMUSG00000069020.10,chr2,+,29734068,ENSMUSG00000028639.15,chr4,-,119136392,ambiguous_single_vs_split,0,0,0,0,,,0,[],[],1,"{""supported_two_gene_junction"": 0, ""ambiguous_single_vs_split"": 1, ""insufficient_anchor"": 0, ""artifact_suspected"": 0, ""unmapped/unresolved"": 0, ""single_transcript_explained"": 0}",117,5509,5488
junction_fea23c9b40701664d5ad84d775b95a15010a6a0c4954f3613cabbe5eb0be9f5c,GRCm39/GENCODE_M28,ENSMUSG00000049723.15,chr9,+,7358669,ENSMUSG00000049775.17,chrX,-,165991044,ambiguous_single_vs_split,0,0,0,0,,,0,[],[],1,"{""supported_two_gene_junction"": 0, ""ambiguous_single_vs_split"": 1, ""insufficient_anchor"": 0, ""artifact_suspected"": 0, ""unmapped/unresolved"": 0, ""single_transcript_explained"": 0}",117,5509,5489
junction_feaaed97710c7b338b082fec554d3535650493111b74231742e967bb1a26fecd,GRCm39/GENCODE_M28,ENSMUSG00000031545.7,chr8,-,23663024,ENSMUSG00000003778.15,chr18,-,34742020,ambiguous_single_vs_split,0,0,0,0,,,0,[],[],1,"{""supported_two_gene_junction"": 0, ""ambiguous_single_vs_split"": 1, ""insufficient_anchor"": 0, ""artifact_suspected"": 0, ""unmapped/unresolved"": 0, ""single_transcript_explained"": 0}",117,5509,5490
junction_feb48cfdc62d7e8a0a13fde937673f16c475328bedf40529f5d89a7f12db1ec8,GRCm39/GENCODE_M28,ENSMUSG00000025068.9,chr19,+,47853176,ENSMUSG00000007891.17,chr7,-,141930477,ambiguous_single_vs_split,0,0,0,0,,,0,[],[],1,"{""supported_two_gene_junction"": 0, ""ambiguous_single_vs_split"": 1, ""insufficient_anchor"": 0, ""artifact_suspected"": 0, ""unmapped/unresolved"": 0, ""single_transcript_explained"": 0}",117,5509,5491
junction_feb4f873d9a5a9f377be4ff9ce65dd266e288fe41f2bb44621b200f8d4df05c4,GRCm39/GENCODE_M28,ENSMUSG00000020612.17,chr11,+,109560458,ENSMUSG00000036905.9,chr4,-,136613432,ambiguous_single_vs_split,0,0,0,0,,,0,[],[],1,"{""supported_two_gene_junction"": 0, ""ambiguous_single_vs_split"": 1, ""insufficient_anchor"": 0, ""artifact_suspected"": 0, ""unmapped/unresolved"": 0, ""single_transcript_explained"": 0}",117,5509,5492
junction_fee9f2b996c7af6fc41268583c1c1d16811c6d4a51134480f494d10f3d0d5d1c,GRCm39/GENCODE_M28,ENSMUSG00000004980.17,chr6,-,51439739,ENSMUSG00000024661.8,chr19,+,9962194,ambiguous_single_vs_split,0,0,0,0,,,0,[],[],1,"{""supported_two_gene_junction"": 0, ""ambiguous_single_vs_split"": 1, ""insufficient_anchor"": 0, ""artifact_suspected"": 0, ""unmapped/unresolved"": 0, ""single_transcript_explained"": 0}",117,5509,5493
junction_feed35b6dd1efb1627a7dee72fff6e42210ab14bc2d2586de794bd1fb356b8b3,GRCm39/GENCODE_M28,ENSMUSG00000068823.11,chr3,+,102965502,ENSMUSG00000064358.1,chrM,+,8614,ambiguous_single_vs_split,0,0,0,0,,,0,[],[],1,"{""supported_two_gene_junction"": 0, ""ambiguous_single_vs_split"": 1, ""insufficient_anchor"": 0, ""artifact_suspected"": 0, ""unmapped/unresolved"": 0, ""single_transcript_explained"": 0}",117,5509,5494
junction_ff1d3b974965ed4348ec0a73f20b3feef0e088ebfa231ecfe2c8a3b34c042c4e,GRCm39/GENCODE_M28,ENSMUSG00000060126.15,chr14,+,76085725,ENSMUSG00000102070.2,chr1,-,24654617,ambiguous_single_vs_split,0,0,0,0,,,0,[],[],1,"{""supported_two_gene_junction"": 0, ""ambiguous_single_vs_split"": 1, ""insufficient_anchor"": 0, ""artifact_suspected"": 0, ""unmapped/unresolved"": 0, ""single_transcript_explained"": 0}",117,5509,5495
junction_ff4d5b8fba9d5c2684217555c9f931e13600a0c53f971045d2ba22bf6f8d9f6e,GRCm39/GENCODE_M28,ENSMUSG00000021477.10,chr13,-,64511697,ENSMUSG00000033940.9,chr6,+,113581727,ambiguous_single_vs_split,0,0,0,0,,,0,[],[],1,"{""supported_two_gene_junction"": 0, ""ambiguous_single_vs_split"": 1, ""insufficient_anchor"": 0, ""artifact_suspected"": 0, ""unmapped/unresolved"": 0, ""single_transcript_explained"": 0}",117,5509,5496
junction_ff64b790e327ae51cfe9858defd13bab6f46b2c8b0865bef4eb2dd3377a65df3,GRCm39/GENCODE_M28,ENSMUSG00000049775.17,chrX,-,165990097,ENSMUSG00000021939.9,chr14,+,63380026,ambiguous_single_vs_split,0,0,0,0,,,0,[],[],1,"{""supported_two_gene_junction"": 0, ""ambiguous_single_vs_split"": 1, ""insufficient_anchor"": 0, ""artifact_suspected"": 0, ""unmapped/unresolved"": 0, ""single_transcript_explained"": 0}",117,5509,5497
junction_ff66151fed6700301e32547117418c2ab4405438bf7f61abedab78eb704655e3,GRCm39/GENCODE_M28,ENSMUSG00000002985.17,chr7,-,19430205,ENSMUSG00000019132.12,chr13,+,24997042,ambiguous_single_vs_split,0,0,0,0,,,0,[],[],1,"{""supported_two_gene_junction"": 0, ""ambiguous_single_vs_split"": 1, ""insufficient_anchor"": 0, ""artifact_suspected"": 0, ""unmapped/unresolved"": 0, ""single_transcript_explained"": 0}",117,5509,5498
junction_ff7324e90c30882607759d04ad1a054a0cc0ae74dbf9ce56f27dc712f9332a99,GRCm39/GENCODE_M28,ENSMUSG00000027263.13,chr2,+,121029250,ENSMUSG00000069516.9,chr10,-,117116666,ambiguous_single_vs_split,0,0,0,0,,,0,[],[],1,"{""supported_two_gene_junction"": 0, ""ambiguous_single_vs_split"": 1, ""insufficient_anchor"": 0, ""artifact_suspected"": 0, ""unmapped/unresolved"": 0, ""single_transcript_explained"": 0}",117,5509,5499
junction_ff7e863312cda8981b2125bcf8d233d593df85918c02d1427610fe2e5dbdc4b9,GRCm39/GENCODE_M28,ENSMUSG00000038717.10,chr9,-,44824730,ENSMUSG00000113554.2,chr13,+,34746056,ambiguous_single_vs_split,0,0,0,0,,,0,[],[],1,"{""supported_two_gene_junction"": 0, ""ambiguous_single_vs_split"": 1, ""insufficient_anchor"": 0, ""artifact_suspected"": 0, ""unmapped/unresolved"": 0, ""single_transcript_explained"": 0}",117,5509,5500
junction_ff8126c668c9894431d785b017907c693ab0f9e376e600e2f16d6ab0fd81f962,GRCm39/GENCODE_M28,ENSMUSG00000049775.17,chrX,-,165990084,ENSMUSG00000052459.14,chr16,-,43906274,ambiguous_single_vs_split,0,0,0,0,,,0,[],[],1,"{""supported_two_gene_junction"": 0, ""ambiguous_single_vs_split"": 1, ""insufficient_anchor"": 0, ""artifact_suspected"": 0, ""unmapped/unresolved"": 0, ""single_transcript_explained"": 0}",117,5509,5501
junction_ff8a3859e220debb2c91569a8a7f5188deea27da4129023aa880071122e34d45,GRCm39/GENCODE_M28,ENSMUSG00000037470.15,chr1,-,36181278,ENSMUSG00000042082.8,chr13,+,94079041,ambiguous_single_vs_split,0,0,0,0,,,0,[],[],1,"{""supported_two_gene_junction"": 0, ""ambiguous_single_vs_split"": 1, ""insufficient_anchor"": 0, ""artifact_suspected"": 0, ""unmapped/unresolved"": 0, ""single_transcript_explained"": 0}",117,5509,5502
junction_ff91fdb41b0dbce0626c07431527a955c2378d647341c085c552251f8f240ab4,GRCm39/GENCODE_M28,ENSMUSG00000107071.2,chr6,+,39576393,ENSMUSG00000001783.4,chr10,-,85779253,ambiguous_single_vs_split,0,0,0,0,,,0,[],[],1,"{""supported_two_gene_junction"": 0, ""ambiguous_single_vs_split"": 1, ""insufficient_anchor"": 0, ""artifact_suspected"": 0, ""unmapped/unresolved"": 0, ""single_transcript_explained"": 0}",117,5509,5503
junction_fface1533d0779a52f4890e138222c5a9f001d25ebf4c4aa13bc82b33398e043,GRCm39/GENCODE_M28,ENSMUSG00000059498.14,chr1,-,170878746,ENSMUSG00000069516.9,chr10,-,117118165,ambiguous_single_vs_split,0,0,0,0,,,0,[],[],1,"{""supported_two_gene_junction"": 0, ""ambiguous_single_vs_split"": 1, ""insufficient_anchor"": 0, ""artifact_suspected"": 0, ""unmapped/unresolved"": 0, ""single_transcript_explained"": 0}",117,5509,5504
junction_ffb038d1cd63b4572e32e96192924ee9aeb3070ce1498955c9d3aa5a61d87599,GRCm39/GENCODE_M28,ENSMUSG00000064354.1,chrM,+,7694,ENSMUSG00000062382.10,chr13,+,74554529,ambiguous_single_vs_split,0,0,0,0,,,0,[],[],1,"{""supported_two_gene_junction"": 0, ""ambiguous_single_vs_split"": 1, ""insufficient_anchor"": 0, ""artifact_suspected"": 0, ""unmapped/unresolved"": 0, ""single_transcript_explained"": 0}",117,5509,5505
junction_ffc2711930bf5172ef91798ad09f5ea1fa4ff1245d44b9a41e463d8d26d96542,GRCm39/GENCODE_M28,ENSMUSG00000000290.14,chr10,+,77401443,ENSMUSG00000057738.15,chr2,+,29921315,ambiguous_single_vs_split,0,0,0,0,,,0,[],[],1,"{""supported_two_gene_junction"": 0, ""ambiguous_single_vs_split"": 1, ""insufficient_anchor"": 0, ""artifact_suspected"": 0, ""unmapped/unresolved"": 0, ""single_transcript_explained"": 0}",117,5509,5506
junction_ffe3743ffac667d72956da8108a287fd3b714c159144a7cbcf3e38ca9fe129e6,GRCm39/GENCODE_M28,ENSMUSG00000038072.15,chr5,+,25428027,ENSMUSG00000038965.18,chr16,-,16978041,ambiguous_single_vs_split,0,0,0,0,,,0,[],[],1,"{""supported_two_gene_junction"": 0, ""ambiguous_single_vs_split"": 1, ""insufficient_anchor"": 0, ""artifact_suspected"": 0, ""unmapped/unresolved"": 0, ""single_transcript_explained"": 0}",117,5509,5507
