pair_id	chrom1	breakpoint1	strand1	chrom2	breakpoint2	strand2	read_ids	long_read_support	source_rows	assembly	sample_ids	sample_count	source_id	coordinate_basis	sequence
Uba52:Rps15	chr8	70960912	-	chr10	80128286	+	e970e7c2-f5ed-4724-b48e-366058f8b376	1	14937	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
Uba52:Saa3	chr8	70960912	-	chr7	46365124	-	e60f028d-ddc6-4c08-97d4-32e3baf1350f	1	26624	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
Uba52:Serpinb6a	chr8	70960912	-	chr13	34119979	-	67f26024-965b-4abc-a7e5-2da3e5e89d25	1	14795	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
Uba52:Taf10	chr8	70960915	-	chr7	105393568	-	ba3d9d18-1631-4572-a216-3e594c38a85c	1	35305	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
Uba52:Thap11	chr8	70960912	-	chr8	106581763	+	7f810228-1848-4bbc-8015-f694df49171c	1	21387	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
Uba52:Tmsb4x	chr8	70960912	-	chrX	165991047	-	6ba2c53d-efb3-495a-9ba3-a5829e07529b	1	8885	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
Uba52:Tspo	chr8	70960915	-	chr15	83447792	+	4ddee78a-0582-4668-865c-9d5eafbf73b8	1	21940	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
Uba52:Uqcrq	chr8	70960912	-	chr11	53321654	-	8057f928-2d46-4fc3-967c-35a2e3c8cee9	1	8743	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
Uba52:Vps54	chr8	70960912	-	chr11	21241032	+	2e384539-2ab0-402f-8c53-7e49783620e0	1	5094	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
Uba52:Zmat2	chr8	70960912	-	chr18	36927349	+	d01055a8-6c1a-4234-8018-6ff081a1379b	1	3186	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
Uba5:Gm15590	chr9	103923797	-	chr17	6182680	-	8ac45604-614f-4e27-80cf-542d18b8f8e0	1	31787	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
Uba5:Rps14	chr9	103923797	-	chr18	60909472	+	3a8cb56e-9f42-413e-96a7-05f47e801946	1	5902	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
Uba7:Acaa1a	chr9	107853611	+	chr9	119175535	+	6dee6afd-fb72-486c-84ed-b43a54d8fc8e	1	1060	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
Uba7:Gm4149	chr9	107861255	+	chr13	75793014	+	a3a0c55e-a67d-4e61-83c1-df36bdc0f981	1	31788	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
Uba7:M6pr	chr9	107861255	+	chr6	122293008	+	790a785f-acc6-4e5a-b313-04c92d6691d9	1	16233	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
Uba7:Rpl34-ps1	chr9	107861259	+	chr6	71101593	+	64fdf731-f109-4c2e-b80e-9139ec51923f	1	20760	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
Ubac1:Capg	chr2	25888554	-	chr6	72535721	+	9e271f20-aaf0-4f85-abe4-2fd2be66836c	1	8208	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
Ubac1:Rps18	chr2	25888554	-	chr17	34174651	-	efac49f8-a5f0-4a64-abd5-00185105aaa5	1	4347	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
Ubac2:Gm49236	chr14	122246325	+	chr14	122304539	-	bbc47c4c-6d72-4060-84cf-a2ac2339f2d1	1	2090	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
Ubac2:Vim	chr14	122258446	+	chr2	13584828	+	ad971e7b-19b2-4246-b14c-b1bf485f4b4f	1	19489	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
Ubald1:Baiap2	chr16	4697480	-	chr11	119897184	+	2e163647-e392-434e-8370-181ba155150b	1	2160	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
Ubald1:Ccl7	chr16	4692641	-	chr11	81936537	+	8c4bab70-e649-4c87-8978-9fb922c9e720	1	26378	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
Ubald1:Dynlt1-ps1	chr16	4692641	-	chr6	135326747	-	f4e5f140-8d41-4286-82f6-f4d38e253b14	1	29932	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
Ubald1:Lgals3	chr16	4692641	-	chr14	47616979	+	b8375518-db59-47be-8d75-937871b3434c	1	14182	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
Ubald1:Morf4l1-ps1	chr16	4692641	-	chr16	24348143	+	1fe17071-a657-404e-aa15-80c749abc00b	1	8539	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
Ubald1:Rps9	chr16	4692641	-	chr7	3707325	+	c54c9489-c287-4e15-a721-33c83e77d845	1	3864	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
Ubald2:Spp1	chr11	116329903	+	chr5	104582983	+	01155108-faff-42a9-a042-4d506efe3e82	1	7241	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
Ubap1:Cd86	chr4	41389766	+	chr16	36438988	-	067232b7-10de-40e5-a21f-0c79eadc2d67	1	17902	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
Ubap2:Dcaf12	chr4	41251534	-	chr4	41302820	-	db11d9e3-74bd-4e91-ac76-cb26eb634ffd	1	277	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
Ubap2l:Hax1	chr3	89909585	-	chr3	89904881	-	2681e03b-0eca-43e5-b3ac-320022c02048	1	25881	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
Ubap2l:Hax1	chr3	89909585	-	chr3	89905310	-	0dc60a72-354e-48cd-96de-8b0696abecd5	1	34457	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
Ubash3b:Cd74	chr9	40922393	-	chr18	60936919	+	bc98ecb8-4513-47b3-b26f-c61fba2a8ab6	1	25348	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
Ubb-ps:Rplp1	chr14	46322457	+	chr9	61821824	-	621566b5-460e-4b05-8a36-7d62fefaed0c	1	10940	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
Ubb:AW112010	chr11	62444039	+	chr19	11025756	-	c13eea47-6caa-4130-aad2-3d8e60eb352d	1	17140	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
Ubb:Akr1a1	chr11	62444039	+	chr4	116495045	-	38a3823e-f0e8-417e-a909-d5743d3cd029	1	23440	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
Ubb:Akr1a1	chr11	62444039	+	chr4	116499174	-	65304a6c-a1de-4395-a6f9-0fec3492407d	1	23441	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
Ubb:Alg9	chr11	62444039	+	chr9	50716601	+	fad219d3-eae1-48b1-9062-abe9f303ffa3	1	23442	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
Ubb:Anxa2	chr11	62444039	+	chr9	69371741	+	dfe01156-7c8d-49f2-a52d-ead54c88a0d8	1	11471	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
Ubb:Ap1s1	chr11	62444039	+	chr5	137072096	-	56bff9af-744e-49a1-a8d8-77854c68a94b	1	3681	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
Ubb:Bag1	chr11	62444039	+	chr4	40943707	-	4b3c61d5-317d-4867-8c3d-b4738b83f3f8	1	17114	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
Ubb:Bsg	chr11	62444039	+	chr10	79540324	+	8061ef49-6297-424b-8c7b-b224219c673c	1	17103	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
Ubb:C3	chr11	62444039	+	chr17	57529995	-	02178872-f789-45de-b2c5-54f042b93364	1	33718	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
Ubb:C3	chr11	62444039	+	chr17	57531413	-	15be97aa-b510-4f47-b30b-ee2ff46fda63	1	17104	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
Ubb:Ccl5	chr11	62444039	+	chr11	83421344	-	47074ed6-30e3-4710-83a6-a17ed9674205;877dd22b-ba44-4489-9b9c-a52d214c5300	2	17119;24964	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
Ubb:Cd63	chr11	62444039	+	chr10	128748029	+	9e5c0d0b-88e4-492f-9596-76c48caab014	1	35971	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
Ubb:Cd74	chr11	62444039	+	chr18	60944930	+	28e78fe6-5da4-480a-a2a2-43463dc722e7	1	24962	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
Ubb:Clec4a1	chr11	62444039	+	chr6	122907635	+	9452d47b-57ba-4696-a204-e349b18fc411	1	5000	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
Ubb:Cndp2	chr11	62444039	+	chr18	84688086	-	afdf25f0-4091-478e-be13-53a934fb7f22	1	17107	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
Ubb:Creg1	chr11	62444039	+	chr1	165591314	+	54792b53-c1cd-485b-972a-60c05b308266	1	17125	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
Ubb:Ctsb	chr11	62444039	+	chr14	63375799	+	21d32a19-b3be-44fd-89aa-a9b73813793e	1	4992	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
Ubb:Ctss	chr11	62444039	+	chr3	95454106	+	d48236cf-0f61-4dac-b518-4ce8aa651354	1	17121	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
Ubb:Cuedc2	chr11	62444039	+	chr19	46327099	-	cf3be1e3-d2a1-4094-856f-c56b67f63b44	1	4998	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
Ubb:Cxcl2	chr11	62444039	+	chr5	91051731	+	174730eb-a99b-4037-a33f-3ad1793b14c8	1	17132	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
Ubb:Cxcl9	chr11	62444039	+	chr5	92475938	-	f64b8005-b3f6-4c75-9104-7583a2a99155	1	17116	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
Ubb:Cyc1	chr11	62444039	+	chr15	76229252	+	e5a93c36-b8d5-485b-8592-44aaeeb05ec2	1	11466	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
Ubb:Dera	chr11	62444039	+	chr6	137731555	+	3713c992-e8f4-4f90-a9b9-7e9adae403de	1	17118	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
Ubb:Dhrs7b	chr11	62444039	+	chr11	60734990	+	62d2e79a-1da5-45e9-867c-ba42fa263791	1	35973	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
Ubb:Dpm2	chr11	62444039	+	chr2	32461217	+	707684ad-eec0-4656-a81e-6e621106c75c	1	4994	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
Ubb:Ehbp1l1	chr11	62444039	+	chr19	5760338	-	39d82145-ca22-49e8-881c-8b24de2332b9	1	28190	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
Ubb:Eif3h	chr11	62444039	+	chr15	51651434	-	3f157e51-88fb-431a-812a-d945eca559f2	1	28189	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
Ubb:Eno1	chr11	62444039	+	chr4	150332942	+	377a074a-bd4c-4d15-8c15-6c78c3441ff7	1	24968	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
Ubb:Esd	chr11	62444039	+	chr14	74973399	+	903bed2f-f64a-4853-8cbc-a65e7180dc35	1	32515	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
Ubb:Fth1	chr11	62444039	+	chr19	9962144	+	e0977579-5607-4743-afb4-232ffdd32b94	1	17108	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
Ubb:Ftl1-ps1	chr11	62444039	+	chr13	74554527	+	49f36555-a4ba-490b-85e1-24b083ef7c73;8822d569-6976-4baa-8108-df215e15911c;b7707bbf-63cf-4b6c-8db4-c3c332bbfc98	3	5004;24966;28198	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
Ubb:Gbp2	chr11	62444039	+	chr3	142329430	+	1e2a61fd-d41d-483b-b5e8-a519f906a4f4;e833a5fa-caaf-43f3-9c2e-e37c90a76f22	2	17113;33720	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
Ubb:Ghitm	chr11	62444039	+	chr14	36857209	-	06b7651c-5c21-46d9-aad3-dea2e787acc4	1	24965	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
Ubb:Gm10123	chr11	62444039	+	chr9	96777710	+	270b763d-5254-499b-af14-ffa8b0e29944;cc95a79d-fc34-4169-a4d3-4e231c43e311	2	17136;24967	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
Ubb:Gm10221	chr11	62444039	+	chr5	24786860	-	b2e859c1-26fc-4620-a712-048b84c8cb34	1	17138	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
Ubb:Gm10275	chr11	62444039	+	chr10	29575376	-	019d3f49-b9d9-4775-b931-6927748703c9	1	5008	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
Ubb:Gm10925	chr11	62444039	+	chr1	24653732	-	b66c6a8b-0052-425e-a779-0654881da228	1	5013	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
Ubb:Gm11478	chr11	62444039	+	chr11	86521852	-	5a888bce-d9ff-422a-8ab4-c66acef2d756	1	5010	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
Ubb:Gm12389	chr11	62444039	+	chr4	40117233	-	1a9665ee-fd32-4357-8ec4-19b21c524305	1	11475	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
Ubb:Gm12715	chr11	62444039	+	chr4	103420598	+	4849e2f4-f18c-474b-b06e-0d3ebfbf6aef	1	11473	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
Ubb:Gm12918	chr11	62444039	+	chr4	10848419	+	6c55f22d-1726-4e02-a778-42f6308f05af	1	5005	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
Ubb:Gm14303	chr11	62444039	+	chr2	172351611	-	cf4ebfe3-476d-4863-9151-7e21fc2d88cb	1	17142	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
Ubb:Gm15427	chr11	62444039	+	chr1	95426345	+	24c6186c-59f1-498b-80c2-00e6ffbe8b4b	1	28200	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
Ubb:Gm2000	chr11	62444039	+	chr1	156193609	+	be01f0db-f836-4815-b6ae-ac2ab28cfe46	1	5009	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
Ubb:Gm28437	chr11	62444039	+	chr1	24653052	-	67cdc7fa-0a1e-43c0-9c92-e92a06ba0465	1	33725	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
Ubb:Gm28661	chr11	62444039	+	chr1	24654646	-	1825d55f-3f13-4803-a52a-62a4a3aa659a	1	24970	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
Ubb:Gm3699	chr11	62444039	+	chr10	43332497	-	5f8911ae-1971-4b16-98cf-836d0e45143f	1	17143	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
Ubb:Gm47428	chr11	62444039	+	chr13	74552603	-	0152d32d-304c-4502-a3cd-a7e433419b03	1	28201	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
Ubb:Gm9828	chr11	62444039	+	chr13	98453576	+	8b137620-9074-49b1-88f0-ccb370188a06	1	28194	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
Ubb:Gpr108	chr11	62444039	+	chr17	57545163	-	014f93ad-8fda-430c-a0f5-b93b283e6b52	1	16040	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
Ubb:Grb2	chr11	62444039	+	chr11	115590182	-	639da115-6e02-4e45-8e68-5a8d78e95c11	1	17134	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
Ubb:Grpel1	chr11	62444039	+	chr5	36627945	+	54cb1675-a1a8-41af-887d-3df665266b3f	1	28191	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
Ubb:Hgs	chr11	62444039	+	chr11	120370378	+	12b1cf20-01ca-4fc0-824a-03e7d261d066	1	17111	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
Ubb:Hk3	chr11	62444039	+	chr13	55154449	-	7cea6c53-9f88-4916-9d45-5143d333c555	1	17112	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
Ubb:Irf7	chr11	62444039	+	chr7	140844696	-	a4278486-cfcd-44cb-8f72-2581b68b2a23	1	24963	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
Ubb:Itm2b	chr11	62444039	+	chr14	73622729	-	75e551c4-9c68-410a-84df-ae0628a67e4c	1	11465	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
Ubb:Kdelr2	chr11	62444039	+	chr5	143389592	+	22e3db81-d0e2-4351-9c5d-2e4cafe248e9	1	17141	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
Ubb:Lcp2	chr11	62444039	+	chr11	34023496	+	b4204a22-810a-4165-882a-b8ccbb27d628	1	15503	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
Ubb:Lgals1	chr11	62444039	+	chr15	78810924	+	adb3bf9d-650f-4334-b929-225558094bdb	1	24969	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
Ubb:Lgals3	chr11	62444039	+	chr14	47616979	+	23d6ba7e-0d00-49c8-9f70-7eb46199abe7;691e3242-b562-4cda-8375-19999dadc441;81427cf1-a537-421c-b462-883e91ab9a2e	3	17128;17129;17130	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
Ubb:Lgals3	chr11	62444039	+	chr14	47622058	+	416bce64-10e9-44de-b4b5-7343dbd63195	1	28196	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
Ubb:Lgals3	chr11	62444039	+	chr14	47622981	+	be53a7c3-19d5-425b-936b-ef30438e0baf	1	32516	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
Ubb:Lilrb4a	chr11	62444039	+	chr10	51367092	+	c26cab69-7a8d-439a-b677-98074aa74231	1	11476	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
Ubb:Lyz2	chr11	62444039	+	chr10	117114626	-	5f9a72a0-ca3f-4e28-a236-026b88088583	1	5007	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
Ubb:Map4k3	chr11	62444039	+	chr17	80900588	-	2df9c8ce-6304-419f-a28f-62edbeb609c5	1	17105	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
Ubb:Ms4a6d	chr11	62444039	+	chr19	11579328	-	9bc9dd9b-3a5e-4867-a577-2b49ef9c92b8	1	17109	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
Ubb:Ndufa1	chr11	62444039	+	chrX	36454816	-	a6313d29-83bf-4249-9219-4b9258f9c515	1	24849	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
Ubb:Ndufb1	chr11	62444039	+	chr12	101935896	-	1f467861-3a62-4435-b02e-aa18e27d8cac	1	17146	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
Ubb:Ndufs8	chr11	62444039	+	chr19	3961746	-	d6645e18-0943-4c67-b10e-a312fd6bfc8b	1	5003	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
Ubb:Osbpl8	chr11	62444039	+	chr10	111110851	+	a0b442ef-ed7c-449e-b5d0-9d09e134a73e	1	4991	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
Ubb:Pdia3	chr11	62444039	+	chr2	121265269	+	b2b909bb-d09c-47de-a5e2-9a0331dae9d8	1	11467	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
Ubb:Pkib	chr11	62444039	+	chr10	57604185	+	c40716d7-3be7-4b6e-9917-69f560c25b7c	1	4990	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
Ubb:Plbd2	chr11	62444039	+	chr5	120641690	-	1b5d9885-95d9-406f-a87e-668b670977c0	1	17117	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
Ubb:Pltp	chr11	62444039	+	chr2	164694456	-	1763206b-d23a-402d-956a-d2bf88cea5f6	1	24877	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
Ubb:Pmp22	chr11	62444039	+	chr11	63025246	+	5fbc0f2f-3809-49b9-82b8-afe18a113d43	1	28101	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
Ubb:Prdx1	chr11	62444039	+	chr4	116544603	+	2bcc1ad5-a19c-4946-a91b-00522618160a	1	11468	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
Ubb:Prpf18	chr11	62444039	+	chr2	4656897	-	05268668-ea97-46da-9ed4-d45824a1ad0a	1	17122	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
Ubb:Psmb6	chr11	62444039	+	chr11	70416211	+	d06d7a63-1599-4e86-a9d4-01d5decd9f8d	1	16921	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
Ubb:Ptpmt1	chr11	62444039	+	chr2	90748389	-	564cc8d7-ce8f-4d09-b690-e56857b34bb8	1	17137	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
Ubb:Renbp	chr11	62444039	+	chrX	72965869	-	4525c653-c892-4d2a-820e-b60647fe1493	1	11470	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
Ubb:Rpl10-ps1	chr11	62444039	+	chr2	105385190	-	364d7e73-3e6d-4176-90b1-0439f450f67e	1	11474	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
Ubb:Rpl10-ps3	chr11	62444039	+	chr9	50256268	-	c9dae187-76f7-48e0-970e-2e106772744f	1	17133	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
Ubb:Rpl13a	chr11	62444039	+	chr7	44776992	-	474904a3-df7c-4bdf-a131-464815078433;8ff638e1-09a4-4880-864f-4dba850fc3e7	2	23444;28199	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
Ubb:Rpl15	chr11	62444039	+	chr14	4199652	+	25a6da8a-b1db-4f3f-af37-4cd885e9b96f	1	4467	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
Ubb:Rpl15-ps3	chr11	62444039	+	chr9	22097517	-	6e0e6d15-1e3d-42e9-9501-1a06283d713f	1	23443	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
Ubb:Rpl18	chr11	62444039	+	chr7	45369717	+	2a197a97-8510-4509-a0d5-980b580903f3	1	28197	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
Ubb:Rpl18a	chr11	62444039	+	chr8	71350056	-	6e95251d-8a64-47d2-b60c-113e36fc1779	1	17126	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
Ubb:Rpl28-ps1	chr11	62444039	+	chr1	127966305	+	c20c8adc-37a8-4529-ac33-5f1448c93693	1	5002	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
Ubb:Rpl32	chr11	62444039	+	chr6	115785708	-	2194578f-1769-4f9d-9bfa-61d81ce94e54	1	32517	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
Ubb:Rpl36-ps12	chr11	62444039	+	chr6	108117470	-	b36cc5ef-f204-41be-9953-e11ff2f5636c	1	5012	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
Ubb:Rpl39-ps	chr11	62444039	+	chr15	102543472	+	148a1ce4-9f8d-4ffa-9647-e3be6034c39f	1	31053	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
